"ZEIT";"RAUMID";"BEZ";"PGR";"BZR";"PLR";"STADTRAUM";"MH_E.x";"MH_EM";"MH_EW";"MH_U1";"MH_1U6";"MH_6U15";"MH_15U18";"MH_18U25";"MH_25U55";"MH_55U65";"MH_65U80";"MH_80U110";"MH_E.y";"HK_EU15";"HK_EU28";"HK_Polen";"HK_EheJug";"HK_EheSU";"HK_Turk";"HK_Arab";"HK_Sonst";"HK_NZOrd";"E_A";"E_AM";"E_AW";"E_AU1";"E_A1U6";"E_A6U15";"E_A15U18";"E_A18U25";"E_A25U55";"E_A55U65";"E_A65U80";"E_A80U110";"E_E";"E_EM";"E_EW";"E_EU1";"E_E1U6";"E_E6U15";"E_E15U18";"E_E18U25";"E_E25U55";"E_E55U65";"E_E65U80";"E_E80U110"
201412;12304314;12;30;43;14;2;1136;529;607;15;67;118;52;78;532;150;115;9;1136;160;481;249;54;88;181;47;171;114;508;224;284;0;3;12;12;42;286;69;81;3;9679;4492;5187;51;295;533;250;605;3792;1318;2149;686
201412;2010101;2;1;1;1;1;4201;2232;1969;55;261;470;156;578;2197;273;177;34;4201;463;969;227;111;358;869;698;823;373;2396;1281;1115;21;40;81;37;383;1519;149;138;28;6106;3330;2776;64;306;508;182;838;3153;534;422;99
201412;2010102;2;1;1;2;1;8614;4265;4349;111;714;1282;377;780;4106;604;509;131;8614;690;1419;374;246;499;3070;1478;747;1155;3985;1993;1992;12;75;108;94;404;2473;332;391;96;13047;6502;6545;135;783;1393;432;1274;6085;1218;1333;394
201412;2010103;2;1;1;3;1;10500;5395;5105;157;867;1436;476;1020;5116;726;624;78;10500;595;1303;398;325;230;5596;840;791;1415;5322;2782;2540;21;108;167;163;493;3317;448;536;69;15589;7863;7726;177;983;1595;565;1470;7315;1441;1549;494
201412;2010104;2;1;1;4;1;3276;1671;1605;29;220;490;178;335;1582;234;183;25;3276;334;478;78;77;33;1543;411;267;467;1653;857;796;3;21;25;42;156;1084;148;149;25;5145;2565;2580;41;280;571;203;523;2446;530;452;99
201412;2020201;2;2;2;1;1;136;77;59;6;12;15;3;10;69;12;9;0;136;37;49;9;0;0;18;12;51;6;81;47;34;0;3;3;3;7;50;6;9;0;284;159;125;6;19;21;6;22;167;24;16;3
201412;2020202;2;2;2;2;1;2219;1107;1112;21;123;189;101;228;1226;192;124;15;2219;540;813;120;103;72;399;216;435;181;1428;731;697;0;21;39;57;138;916;142;100;15;5726;2929;2797;52;277;404;166;485;3127;668;452;95
201412;2020203;2;2;2;3;1;3869;2012;1857;60;260;357;100;341;2230;287;209;25;3869;1156;1654;252;117;72;683;296;740;307;2316;1214;1102;12;44;46;27;215;1579;198;173;22;10668;5434;5234;130;547;672;170;782;6153;1154;898;162
201412;2020204;2;2;2;4;1;4809;2488;2321;55;289;376;155;441;2826;389;235;43;4809;1262;1918;316;211;160;952;356;903;309;3035;1606;1429;9;44;49;64;301;2071;270;196;31;12195;6264;5931;116;559;761;256;961;7110;1320;882;230
201412;2020205;2;2;2;5;1;5619;2874;2745;65;303;559;196;462;3213;423;352;46;5619;1585;2086;234;171;123;1438;269;1091;441;3419;1752;1667;10;32;62;63;288;2308;301;312;43;14837;7499;7338;149;655;1013;351;1018;8570;1717;1112;252
201412;2020206;2;2;2;6;1;8241;4207;4034;115;557;869;304;731;4655;529;435;46;8241;2115;2960;368;245;146;2012;919;1403;556;5063;2597;2466;26;96;131;91;465;3509;332;376;37;18928;9559;9369;247;1017;1326;446;1340;11077;1865;1312;298
201412;2030301;2;3;3;1;1;5744;2898;2846;46;296;604;259;513;2994;417;545;70;5744;870;1097;77;79;28;3119;205;547;669;3556;1787;1769;3;24;79;86;260;2207;323;510;64;9216;4760;4456;68;407;740;297;761;5173;860;806;104
201412;2030302;2;3;3;2;1;7026;3658;3368;87;412;730;263;629;3872;461;490;82;7026;1306;1758;160;142;102;3135;335;923;631;4351;2316;2035;20;42;77;75;384;2874;348;458;73;13282;6950;6332;132;633;1023;345;1010;7594;1298;1039;208
201412;2030401;2;3;4;1;1;7066;3676;3390;80;392;688;226;565;4161;443;453;58;7066;1822;2404;269;192;120;2162;367;1300;521;4602;2422;2180;12;47;68;74;398;3214;324;410;55;15222;7897;7325;179;701;984;322;1027;9409;1393;987;220
201412;2030402;2;3;4;2;1;5436;2785;2651;46;300;457;165;529;3173;329;391;46;5436;1431;1876;201;107;113;1902;161;853;424;3662;1879;1783;9;28;53;57;354;2475;264;376;46;11273;5805;5468;93;539;701;237;878;7037;969;710;109
201412;2040501;2;4;5;1;1;1141;562;579;25;118;166;23;93;574;104;26;12;1141;135;255;54;43;192;22;91;473;65;660;303;357;6;28;38;10;53;435;71;16;3;5410;2555;2855;44;238;320;65;251;2011;666;1258;557
201412;2040502;2;4;5;2;1;1577;748;829;15;129;182;42;152;929;98;24;6;1577;336;598;123;54;161;45;78;572;69;970;462;508;0;37;38;10;109;706;46;18;6;7118;3445;3673;63;287;381;88;471;3796;669;928;435
201412;2040503;2;4;5;3;1;2148;1101;1047;23;163;177;50;241;1359;89;31;15;2148;736;1041;148;82;147;65;47;682;84;1450;731;719;0;24;36;18;183;1104;63;13;9;10680;5353;5327;117;541;503;140;737;6539;716;814;573
201412;2040701;2;4;7;1;1;3808;1955;1853;63;265;370;92;610;2083;226;78;21;3808;449;900;188;271;576;229;259;1399;174;2499;1291;1208;22;54;75;36;478;1638;139;45;12;12266;5945;6321;120;466;621;192;1135;5644;1163;1938;987
201412;2040702;2;4;7;2;1;2153;1121;1032;39;152;169;40;199;1433;79;39;3;2153;787;1132;176;40;182;76;43;619;61;1392;740;652;4;26;34;12;160;1071;52;33;0;10677;5478;5199;127;522;572;119;637;6637;789;962;312
201412;2040703;2;4;7;3;1;546;300;246;12;43;71;13;101;279;24;3;0;546;94;337;73;24;41;49;12;71;12;467;256;211;12;37;48;13;86;247;21;3;0;855;465;390;12;52;90;19;134;468;62;15;3
201412;2050601;2;5;6;1;1;2062;1066;996;28;153;123;25;208;1423;72;30;0;2062;756;1039;149;63;147;73;63;629;48;1459;759;700;9;33;33;12;158;1139;57;18;0;8752;4642;4110;109;422;334;74;723;6146;446;394;104
201412;2050602;2;5;6;2;1;4521;2309;2212;71;298;369;75;459;3017;150;73;9;4521;1733;2383;314;129;355;127;141;1259;127;3101;1605;1496;10;58;74;25;358;2426;93;54;3;19631;10100;9531;247;1070;1242;244;1391;13446;1054;665;272
201412;2050801;2;5;8;1;1;4995;2581;2414;58;300;386;80;566;3387;178;31;9;4995;1781;2405;289;266;352;145;144;1517;166;3559;1875;1684;12;67;77;34;448;2754;136;22;9;18811;9739;9072;241;937;988;230;1488;13145;944;660;178
201412;2050802;2;5;8;2;1;4833;2535;2298;63;281;220;44;490;3543;126;63;3;4833;2208;2880;329;79;280;127;112;1197;158;3510;1865;1645;16;44;38;12;404;2850;102;41;3;19841;10356;9485;248;994;924;169;1431;14539;822;559;155
201412;2050803;2;5;8;3;1;1535;819;716;34;75;71;9;215;1061;55;15;0;1535;541;819;119;36;96;91;67;349;77;1080;583;497;7;15;12;0;165;833;36;12;0;6632;3432;3200;82;289;281;66;568;4402;460;349;135
201412;2050804;2;5;8;4;1;634;381;253;12;60;80;22;72;328;27;21;12;634;145;285;72;32;49;27;57;149;35;348;230;118;0;7;6;3;63;227;15;18;9;3500;1824;1676;45;260;347;73;131;1892;317;279;156
201412;3010101;3;1;1;1;2;330;186;144;9;35;28;9;28;188;21;12;0;330;55;169;67;12;46;12;19;57;15;200;128;72;3;0;6;3;21;152;6;9;0;3297;1679;1618;45;182;226;69;218;1544;422;433;158
201412;3010102;3;1;1;2;2;958;518;440;28;73;125;14;74;507;82;43;12;958;60;343;197;40;272;34;45;203;21;567;322;245;19;30;51;3;47;378;33;6;0;11207;5262;5945;115;580;877;209;679;4341;1426;2173;807
201412;3010104;3;1;1;4;2;43;28;15;0;3;7;0;6;24;3;0;0;43;22;40;3;0;3;0;0;0;0;27;18;9;0;0;0;0;3;21;3;0;0;213;132;81;0;13;22;3;12;145;9;3;6
201412;3020203;3;2;2;3;2;100;55;45;0;15;15;0;6;42;12;10;0;100;25;67;27;3;12;6;0;9;3;43;25;18;0;0;0;0;6;27;6;4;0;2069;1046;1023;16;103;163;34;87;849;333;386;98
201412;3020209;3;2;2;9;2;1595;793;802;30;153;230;67;234;750;87;44;0;1595;309;720;214;34;170;62;46;509;54;892;447;445;3;30;33;10;212;532;47;25;0;14031;6783;7248;138;802;1326;378;808;6634;1567;1807;571
201412;3020210;3;2;2;10;2;887;456;431;21;89;117;31;47;480;58;37;7;887;133;373;126;18;172;82;38;159;45;392;211;181;3;4;12;3;25;300;19;19;7;10429;5104;5325;118;584;892;256;456;5094;1256;1382;391
201412;3020307;3;2;3;7;2;1622;750;872;29;128;272;88;102;723;183;78;19;1622;135;529;275;72;558;114;42;212;95;518;236;282;3;12;25;12;36;352;51;21;6;17218;8450;8768;147;937;1580;555;871;7913;2347;2263;605
201412;3030405;3;3;4;5;2;884;445;439;21;94;138;45;46;400;77;51;12;884;97;338;161;64;289;36;27;103;27;323;165;158;3;24;18;9;18;220;13;18;0;10576;4995;5581;134;691;999;287;585;5010;1102;1294;474
201412;3030406;3;3;4;6;2;454;218;236;6;45;52;24;34;215;48;27;3;454;78;178;55;9;119;6;16;104;22;180;80;100;0;3;3;3;16;122;18;12;3;8157;4045;4112;57;324;687;226;436;3400;1329;1313;385
201412;3030711;3;3;7;11;2;294;146;148;0;33;57;13;12;145;25;3;6;294;44;139;65;6;37;10;12;65;25;121;57;64;0;9;3;3;9;91;0;3;3;6745;3353;3392;43;283;543;189;293;2839;1102;1092;361
201412;3030715;3;3;7;15;2;449;248;201;9;23;87;17;28;224;39;16;6;449;52;170;52;12;51;35;33;110;38;211;116;95;3;0;16;3;19;124;27;16;3;6583;3303;3280;49;249;490;179;332;2892;1038;1038;316
201412;3030716;3;3;7;16;2;34;15;19;0;6;6;0;0;19;3;0;0;34;6;12;6;0;4;0;0;18;0;10;6;4;0;0;0;0;0;10;0;0;0;1128;554;574;3;37;61;21;33;425;192;277;79
201412;3040508;3;4;5;8;2;838;418;420;15;63;157;55;65;350;94;33;6;838;77;232;106;37;209;191;9;86;74;241;113;128;0;0;6;6;28;139;35;27;0;4587;2294;2293;48;213;480;197;330;2046;572;541;160
201412;3040512;3;4;5;12;2;1008;490;518;9;91;155;62;76;515;61;39;0;1008;168;395;137;48;120;159;48;153;85;412;203;209;0;9;4;9;48;288;31;23;0;9520;4577;4943;73;418;788;259;471;4216;1180;1683;432
201412;3040513;3;4;5;13;2;366;197;169;9;40;66;18;22;168;24;19;0;366;107;198;65;15;40;21;0;86;6;165;90;75;0;3;9;3;19;119;6;6;0;3357;1617;1740;22;186;365;120;184;1402;377;467;234
201412;3040614;3;4;6;14;2;3546;1764;1782;93;416;482;87;242;1892;191;110;33;3546;863;1721;437;79;483;127;149;852;135;1873;934;939;24;48;58;26;175;1361;107;59;15;34233;16031;18202;439;2226;3019;645;1662;16598;3083;4582;1979
201412;3040818;3;4;8;18;2;3967;1968;1999;74;367;397;86;375;2374;199;74;21;3967;1013;1878;460;262;464;96;235;917;115;2596;1284;1312;17;112;109;33;313;1819;131;47;15;33714;16005;17709;365;1773;2302;583;1836;17592;3291;4260;1712
201412;3050919;3;5;9;19;2;738;444;294;22;52;90;23;113;391;39;8;0;738;42;123;51;206;94;15;185;112;3;614;371;243;9;40;57;20;104;349;27;8;0;5320;2617;2703;56;239;319;97;333;2581;542;876;277
201412;3050920;3;5;9;20;2;746;397;349;18;82;108;12;59;412;34;18;3;746;178;400;98;12;93;32;34;150;25;433;248;185;3;15;19;0;44;321;16;12;3;7024;3347;3677;70;385;561;100;366;3349;664;1013;516
201412;3050923;3;5;9;23;2;1275;666;609;33;94;140;21;104;780;73;18;12;1275;352;671;186;61;115;40;54;312;22;810;426;384;9;15;40;3;74;602;52;12;3;8772;4536;4236;119;532;543;128;551;5291;767;638;203
201412;3050924;3;5;9;24;2;934;514;420;13;63;90;18;103;564;55;25;3;934;241;546;133;58;64;21;31;199;15;643;361;282;0;15;9;9;81;468;39;19;3;5647;2932;2715;59;336;435;99;425;3331;459;395;108
201412;3050925;3;5;9;25;2;976;483;493;15;119;141;52;84;484;53;25;3;976;240;441;97;34;137;33;42;250;39;580;300;280;9;20;36;40;57;352;44;22;0;8679;4213;4466;92;568;831;219;445;4673;696;831;324
201412;3051017;3;5;10;17;2;592;317;275;7;41;41;25;107;315;30;22;4;592;118;245;60;12;140;15;43;121;16;393;215;178;0;16;12;12;98;233;12;10;0;4123;2061;2062;44;190;265;106;341;2135;500;433;109
201412;3051021;3;5;10;21;2;516;238;278;14;51;66;18;44;275;39;9;0;516;54;154;60;68;121;6;26;132;9;366;169;197;4;31;42;12;33;217;27;0;0;6484;3011;3473;60;258;333;100;350;2772;613;1521;477
201412;3051022;3;5;10;22;2;239;114;125;4;30;35;17;21;114;12;3;3;239;19;105;61;7;34;3;19;59;12;102;52;50;0;6;6;7;6;71;6;0;0;4518;2035;2483;37;223;334;107;257;1903;503;801;353
201412;3061126;3;6;11;26;1;3381;1744;1637;57;242;242;44;346;2299;104;38;9;3381;1347;1829;238;76;264;86;130;911;85;2305;1199;1106;12;39;50;15;269;1825;67;25;3;14997;7663;7334;177;795;912;154;1063;9916;895;760;325
201412;3061131;3;6;11;31;1;2867;1450;1417;57;237;189;35;231;1964;106;42;6;2867;1360;1717;158;45;163;54;69;773;46;2009;1043;966;9;49;34;14;190;1599;78;30;6;10185;5201;4984;138;642;628;109;637;7036;535;375;85
201412;3061227;3;6;12;27;1;3102;1553;1549;58;246;209;47;262;2151;81;42;6;3102;1221;1692;226;36;229;62;79;916;88;2083;1054;1029;7;41;39;19;211;1670;60;33;3;14413;7003;7410;165;804;772;165;846;9182;952;1117;410
201412;3061228;3;6;12;28;1;2134;1049;1085;36;129;190;50;225;1367;71;57;9;2134;640;1033;168;51;185;63;85;668;49;1433;720;713;0;27;49;25;154;1086;44;42;6;12386;6059;6327;118;421;557;155;894;7151;994;1508;588
201412;3061332;3;6;13;32;1;5994;3025;2969;109;537;505;85;405;4106;163;69;15;5994;2540;3223;311;54;399;102;178;1897;141;3993;2067;1926;21;95;86;16;332;3243;131;57;12;22245;11286;10959;313;1548;1729;327;1142;15274;1120;597;195
201412;3061429;3;6;14;29;1;1048;531;517;21;122;128;39;110;522;63;25;18;1048;127;338;99;30;116;66;68;402;28;625;308;317;6;22;13;24;73;427;39;12;9;10163;4683;5480;55;330;457;155;526;3382;1096;2996;1166
201412;3061430;3;6;14;30;1;400;219;181;6;37;49;9;55;203;28;9;4;400;52;126;44;22;55;10;37;141;9;240;129;111;3;12;9;3;43;147;16;3;4;2971;1431;1540;16;111;165;57;183;1198;342;669;230
201412;3061434;3;6;14;34;1;1138;558;580;24;84;79;18;102;743;58;27;3;1138;393;606;111;22;84;18;37;334;37;766;363;403;6;18;9;3;86;580;46;15;3;6078;3008;3070;77;373;313;58;361;3908;437;406;145
201412;3061435;3;6;14;35;1;833;407;426;17;62;70;12;90;516;51;15;0;833;211;360;71;22;78;10;37;296;30;570;275;295;3;21;19;6;65;412;35;9;0;3925;1969;1956;47;174;213;47;288;2302;315;373;166
201412;3061441;3;6;14;41;1;511;238;273;15;91;118;12;15;227;9;18;6;511;155;223;31;33;66;12;0;165;12;247;113;134;3;22;24;3;12;165;6;12;0;2342;1152;1190;55;296;319;47;67;1238;113;124;83
201412;3071536;3;7;15;36;1;3406;1704;1702;57;252;340;46;254;2320;92;42;3;3406;1487;1833;146;41;219;70;80;1103;60;2325;1163;1162;6;52;46;3;217;1894;77;27;3;10661;5489;5172;147;713;838;150;606;7233;521;340;113
201412;3071537;3;7;15;37;1;4236;2149;2087;73;343;425;70;330;2733;160;99;3;4236;1751;2202;188;107;287;48;193;1288;111;2996;1546;1450;22;103;117;26;267;2261;132;65;3;14511;7392;7119;195;886;1231;280;798;9268;1027;699;127
201412;3071633;3;7;16;33;1;494;262;232;9;59;75;15;59;237;27;10;3;494;104;158;21;21;64;31;18;175;27;282;148;134;0;19;18;3;38;185;15;4;0;2736;1370;1366;21;127;196;59;183;1161;440;399;150
201412;3071638;3;7;16;38;1;4582;2290;2292;74;359;433;72;382;2998;187;71;6;4582;1917;2551;287;48;370;103;133;1259;118;3111;1563;1548;17;56;82;22;323;2407;139;59;6;16800;8460;8340;223;1092;1356;270;1026;10731;1024;905;173
201412;3071639;3;7;16;39;1;2801;1415;1386;57;300;343;48;176;1706;109;59;3;2801;1041;1501;227;73;166;79;87;814;81;1775;910;865;9;73;45;21;147;1354;90;33;3;12323;6093;6230;173;866;1202;207;569;7594;803;677;232
201412;4010101;4;1;1;1;2;4212;2149;2063;63;305;421;125;395;2115;454;273;61;4212;325;1524;879;205;325;732;321;715;390;2243;1164;1079;15;65;73;40;250;1339;226;189;46;10339;4917;5422;87;445;675;215;766;4298;1366;1699;788
201412;4010102;4;1;1;2;2;239;184;55;3;18;12;6;31;136;30;0;3;239;15;110;44;52;18;9;12;29;9;199;156;43;3;3;3;6;28;126;27;0;3;772;472;300;6;30;30;13;59;311;133;143;47
201412;4010103;4;1;1;3;2;3597;1748;1849;64;294;463;137;307;1732;328;224;48;3597;128;946;661;175;555;800;348;414;359;1669;788;881;15;41;104;51;148;983;164;136;27;7631;3576;4055;83;384;616;198;580;3115;842;1311;502
201412;4020204;4;2;2;4;2;45;30;15;0;6;9;6;3;12;3;6;0;45;21;27;3;3;0;0;6;9;0;30;18;12;0;6;0;0;3;12;3;6;0;115;69;46;0;9;15;6;6;43;21;15;0
201412;4020205;4;2;2;5;2;257;130;127;3;12;42;9;18;124;27;13;9;257;67;118;27;22;15;12;3;78;9;152;77;75;0;0;13;0;15;87;18;13;6;1264;624;640;9;48;106;41;70;474;175;275;66
201412;4020206;4;2;2;6;2;495;251;244;3;33;41;20;27;212;80;61;18;495;99;199;67;12;40;30;25;140;49;285;148;137;0;6;12;10;18;136;51;37;15;2570;1129;1441;9;55;85;26;78;633;377;963;344
201412;4020207;4;2;2;7;2;686;339;347;6;44;94;34;45;342;63;43;15;686;143;319;87;9;55;44;38;169;52;378;187;191;0;9;16;15;36;219;37;31;15;2624;1258;1366;17;87;199;82;144;1085;328;471;211
201412;4020208;4;2;2;8;2;675;343;332;6;36;105;33;47;330;73;45;0;675;183;325;78;9;54;45;25;171;46;372;195;177;0;3;12;9;25;232;52;39;0;2846;1423;1423;12;105;298;106;146;1047;338;616;178
201412;4020209;4;2;2;9;2;1087;544;543;0;42;64;19;272;609;57;15;9;1087;292;474;84;9;121;27;51;369;36;837;429;408;0;12;3;3;243;519;33;15;9;3128;1552;1576;9;111;263;88;480;1206;334;500;137
201412;4020310;4;2;3;10;2;283;161;122;13;6;9;3;70;167;9;6;0;283;18;70;21;6;18;18;31;130;10;242;139;103;6;3;6;0;67;148;6;6;0;600;330;270;13;6;12;6;131;271;55;91;15
201412;4020311;4;2;3;11;2;3643;1844;1799;27;186;409;122;315;1848;369;291;76;3643;808;1499;361;108;349;352;245;809;281;2074;1044;1030;9;22;82;20;190;1236;226;231;58;14153;6663;7490;61;438;941;296;909;5240;1854;3403;1011
201412;4020312;4;2;3;12;2;1198;604;594;18;79;123;31;89;605;132;97;24;1198;263;496;101;42;140;100;40;287;93;644;344;300;3;6;15;12;61;381;79;69;18;5036;2335;2701;33;173;281;97;290;1866;686;1141;469
201412;4020313;4;2;3;13;2;2746;1419;1327;52;197;272;58;274;1410;281;157;45;2746;327;818;262;369;198;247;353;573;188;1804;954;850;18;81;122;21;212;1016;177;118;39;7346;3639;3707;68;298;401;116;618;3348;939;1215;343
201412;4020314;4;2;3;14;2;9;9;0;0;0;0;0;0;3;6;0;0;9;6;9;3;0;0;0;0;0;0;9;9;0;0;0;0;0;0;3;6;0;0;9;9;0;0;0;0;0;0;3;6;0;0
201412;4030415;4;3;4;15;1;1320;684;636;10;46;88;21;158;750;144;87;16;1320;151;406;142;67;120;103;182;342;100;967;506;461;3;18;24;6;113;627;96;68;12;2750;1336;1414;14;65;120;27;249;1203;334;433;305
201412;4030416;4;3;4;16;1;4684;2312;2372;49;299;463;172;382;2290;527;421;81;4684;574;1216;350;216;376;1244;328;847;457;2624;1304;1320;6;50;69;38;208;1507;334;347;65;10276;4982;5294;95;503;801;282;843;4931;1413;1154;254
201412;4030417;4;3;4;17;1;3807;1895;1912;46;232;381;109;337;1972;355;296;79;3807;737;1375;343;224;351;421;279;843;314;2279;1181;1098;6;45;60;35;234;1365;231;245;58;10758;5195;5563;91;450;683;238;807;5082;1432;1583;392
201412;4030518;4;3;5;18;1;3777;1899;1878;37;214;310;106;331;1989;433;295;62;3777;565;1171;353;157;251;650;351;818;379;2248;1166;1082;0;46;55;34;212;1352;265;231;53;9313;4572;4741;73;315;468;169;808;4696;1283;1183;318
201412;4030519;4;3;5;19;1;2301;1217;1084;37;147;213;62;200;1250;242;127;23;2301;383;758;234;104;169;306;231;506;227;1312;707;605;7;15;52;19;118;827;152;103;19;5597;2820;2777;63;220;297;100;542;2882;699;661;133
201412;4030620;4;3;6;20;1;3528;1763;1765;39;208;325;115;255;1881;381;253;71;3528;531;1219;375;159;408;386;322;686;348;2057;1050;1007;6;49;74;40;163;1275;217;183;50;8480;4041;4439;63;309;494;181;621;3843;1128;1283;558
201412;4030621;4;3;6;21;1;1541;826;715;10;90;146;41;153;863;126;96;16;1541;247;571;166;124;191;183;104;247;121;934;509;425;0;15;18;17;104;618;83;66;13;2984;1594;1390;18;110;182;59;318;1659;299;287;52
201412;4030622;4;3;6;22;1;4472;2225;2247;48;245;389;134;364;2281;554;383;74;4472;745;1475;384;209;473;585;383;924;423;2621;1349;1272;9;44;61;36;203;1571;343;289;65;10186;4982;5204;81;357;563;187;802;4713;1382;1669;432
201412;4030623;4;3;6;23;1;2413;1139;1274;48;159;202;55;199;1241;248;222;39;2413;327;666;167;78;498;248;207;516;200;1426;651;775;16;37;53;28;126;832;164;140;30;4544;2162;2382;60;197;247;80;363;2189;519;700;189
201412;4030724;4;3;7;24;1;2077;966;1111;18;89;193;58;146;998;250;215;110;2077;435;826;252;75;284;161;138;448;145;1215;564;651;3;13;24;16;90;701;146;133;89;6294;2886;3408;34;183;393;133;405;2616;903;1184;443
201412;4030725;4;3;7;25;1;4388;2247;2141;43;276;405;97;364;2399;422;307;75;4388;1158;1891;357;291;422;261;198;1071;254;2845;1481;1364;10;58;109;37;270;1748;303;253;57;11822;5848;5974;101;474;777;225;938;5753;1655;1624;275
201412;4030726;4;3;7;26;1;2153;1050;1103;16;118;195;70;121;1145;268;172;48;2153;470;832;190;94;279;119;166;491;172;1310;667;643;0;30;57;23;62;790;191;112;45;5407;2586;2821;29;195;322;108;299;2400;813;980;261
201412;4030827;4;3;8;27;1;5911;3066;2845;63;316;509;159;478;3154;653;482;97;5911;1034;1988;383;351;503;571;720;1406;372;3849;2025;1824;15;91;107;46;329;2321;455;400;85;11852;6009;5843;88;458;703;232;962;5865;1554;1624;366
201412;4030828;4;3;8;28;1;3843;1913;1930;38;181;275;89;305;2095;492;298;70;3843;917;1433;278;185;313;249;303;1141;219;2481;1253;1228;9;40;65;12;201;1511;351;228;64;9315;4621;4694;67;290;451;170;656;4449;1456;1473;303
201412;4030929;4;3;9;29;1;2336;1162;1174;28;122;180;68;175;1170;324;218;51;2336;602;942;178;99;245;140;134;588;188;1481;760;721;6;35;46;21;122;827;213;178;33;5838;2872;2966;46;212;324;117;387;2661;891;988;212
201412;4030930;4;3;9;30;1;2214;1161;1053;25;96;194;55;139;1086;336;215;68;2214;637;926;134;86;241;120;100;599;142;1436;776;660;6;19;54;9;82;772;238;188;68;5444;2730;2714;41;189;323;104;292;2380;876;1039;200
201412;4030931;4;3;9;31;1;1720;886;834;18;89;126;36;119;899;229;141;63;1720;363;623;145;55;202;103;160;443;134;1121;589;532;3;23;40;21;79;638;155;108;54;3432;1775;1657;24;123;164;51;183;1575;522;627;163
201412;4031032;4;3;10;32;1;5373;2576;2797;58;292;477;123;361;2834;627;490;111;5373;1050;2104;575;270;716;314;340;1204;425;3141;1529;1612;10;51;108;30;222;1898;399;346;77;14638;6985;7653;111;478;797;244;899;6427;2181;2750;751
201412;4041133;4;4;11;33;2;19;6;13;0;0;3;0;3;13;0;0;0;19;3;3;0;0;0;0;6;6;4;12;3;9;0;0;3;0;0;9;0;0;0;44;21;23;0;0;3;0;3;26;6;3;3
201412;4041134;4;4;11;34;2;1726;827;899;18;111;170;48;151;871;174;130;53;1726;374;634;115;40;307;103;81;419;142;1007;467;540;3;15;33;18;105;583;104;102;44;4979;2393;2586;24;184;315;126;322;1864;616;1121;407
201412;4041135;4;4;11;35;2;886;423;463;6;58;114;35;49;403;122;84;15;886;145;267;55;15;279;37;16;233;39;518;251;267;0;22;24;13;28;262;82;72;15;2762;1290;1472;9;109;201;54;136;913;386;711;243
201412;4041136;4;4;11;36;2;937;441;496;9;46;131;42;55;433;111;97;13;937;146;314;96;36;218;39;40;224;66;557;255;302;0;6;36;15;40;317;66;67;10;2990;1402;1588;28;85;240;66;138;1016;405;768;244
201412;4041137;4;4;11;37;2;2470;1188;1282;27;187;232;73;152;1231;330;187;51;2470;351;904;346;154;403;175;159;449;226;1329;663;666;9;34;34;21;77;785;194;139;36;7729;3551;4178;54;299;417;162;483;3200;1078;1552;484
201412;4041238;4;4;12;38;2;1595;775;820;24;116;252;65;85;766;158;95;34;1595;202;517;198;63;237;152;113;347;166;769;366;403;0;18;52;16;49;460;94;59;21;5597;2544;3053;37;227;484;154;276;2018;753;1150;498
201412;4041239;4;4;12;39;2;79;40;39;3;0;6;0;6;49;12;3;0;79;15;24;3;0;21;3;16;12;3;61;28;33;3;0;3;0;6;34;12;3;0;186;105;81;3;0;9;0;12;100;47;15;0
201412;4041240;4;4;12;40;2;390;186;204;3;18;61;23;30;190;32;21;12;390;98;168;18;31;61;9;6;98;17;232;106;126;0;0;22;6;27;133;20;15;9;1551;699;852;6;45;143;48;65;507;197;417;123
201412;4041241;4;4;12;41;2;1525;738;787;13;111;175;62;98;754;183;99;30;1525;292;541;139;55;213;91;192;304;129;862;448;414;3;28;43;15;59;505;105;86;18;6952;3096;3856;38;256;446;173;359;2579;950;1619;532
201412;4041342;4;4;13;42;2;1132;542;590;12;69;70;27;54;553;169;118;60;1132;126;471;244;43;149;102;53;214;100;613;297;316;3;12;12;9;29;342;97;71;38;3974;1811;2163;22;112;138;51;168;1398;721;1073;291
201412;4041343;4;4;13;43;2;990;464;526;16;51;97;22;61;502;123;94;24;990;151;334;88;36;154;91;31;261;83;531;266;265;3;6;25;6;41;319;70;49;12;3540;1644;1896;32;117;217;76;221;1449;547;692;189
201412;4041344;4;4;13;44;2;2572;1257;1315;31;167;303;96;136;1250;314;227;48;2572;559;990;234;109;186;141;142;807;197;1524;752;772;9;55;61;28;89;845;207;188;42;10660;4794;5866;75;404;773;266;639;4297;1473;2098;635
201412;4051445;4;5;14;45;1;2419;1160;1259;30;179;250;66;148;1261;263;185;37;2419;298;777;281;144;289;204;300;492;213;1335;644;691;3;54;58;18;78;791;158;138;37;6116;2898;3218;46;252;388;124;400;2752;849;1014;291
201412;4051446;4;5;14;46;1;4093;2036;2057;49;258;374;110;286;2024;517;370;105;4093;858;1570;348;128;729;200;196;964;306;2365;1210;1155;6;43;102;30;197;1341;316;249;81;10449;5062;5387;92;385;613;200;629;4506;1521;1967;536
201412;4051447;4;5;14;47;1;1989;948;1041;15;114;184;48;154;997;265;148;64;1989;421;768;170;81;256;114;116;516;138;1238;624;614;3;16;45;21;103;726;178;97;49;5173;2458;2715;24;178;327;88;328;2252;706;882;388
